Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1631.82861,286.8465,1424.42212,1653.1344,550.13641,1429.38733,1700.18567,204.86508,1459.77393
2,0.008,1626.47266,287.49741,1424.39587,1655.65552,554.61707,1428.30457,1692.74597,205.20901,1459.1438
3,0.017,1618.39575,288.88638,1423.85889,1648.42017,554.29773,1428.89282,1685.27502,203.46378,1459.08032
4,0.025,1612.81897,286.38028,1423.78528,1641.58362,553.28351,1427.94043,1679.21106,204.59387,1460.03076
5,0.033,1603.44324,287.09976,1422.84094,1634.71008,554.06842,1428.21143,1670.03943,203.51036,1460.05664
6,0.042,1596.30969,286.74213,1422.32239,1627.33691,553.75372,1427.68884,1664.41174,204.52599,1459.59766
7,0.05,1588.65466,285.54861,1422.24707,1620.76172,553.13098,1427.71057,1652.08228,201.52895,1457.0481
8,0.058,1581.07654,287.88971,1420.71643,1612.64612,553.55713,1426.27344,1646.34216,201.77217,1456.62195
9,0.067,1572.4021,286.18198,1420.30811,1606.47168,553.22687,1424.83118,1638.67786,202.38977,1455.48022
10,0.075,1565.84546,285.94595,1419.78394,1599.17358,553.03833,1424.78394,1631.05286,202.0648,1455.93091
11,0.083,1558.08411,286.6059,1417.8927,1592.36816,553.61249,1423.63062,1624.01831,202.69786,1454.62537
12,0.092,1550.25098,286.97473,1416.9375,1584.12964,552.63721,1422.65491,1617.3562,202.31384,1453.03894
13,0.1,1544.00439,287.04495,1416.29858,1577.54297,552.85345,1421.07739,1611.12,203.25027,1451.6228
14,0.108,1534.6134,286.34122,1415.19507,1570.86072,553.61475,1419.69312,1601.50281,201.58383,1451.38843
15,0.117,1527.69727,288.43518,1413.73621,1562.93555,554.12659,1419.3938,1594.12781,203.04662,1450.2334
16,0.125,1519.83472,287.10684,1412.4259,1555.06226,554.10352,1418.89246,1583.71692,201.46057,1449.03503
17,0.133,1511.43018,286.62128,1410.96228,1548.46338,554.65143,1417.08655,1575.71545,202.94437,1447.51025
18,0.142,1504.51758,287.3576,1409.82874,1540.83228,554.80927,1415.69983,1568.56567,203.57451,1447.06677
19,0.15,1496.14868,288.05432,1408.50208,1533.97681,555.33228,1414.00952,1561.61267,202.79486,1445.86865
20,0.158,1488.30859,289.95056,1407.65918,1526.2937,555.52448,1412.20544,1555.56812,204.91714,1444.92383
21,0.167,1479.22278,289.15671,1405.4176,1517.09985,554.46814,1411.50793,1544.30762,202.4619,1442.90759
22,0.175,1471.93567,290.77124,1404.45459,1509.76721,555.41858,1410.02209,1536.67053,204.79385,1441.2373
23,0.183,1462.7854,290.23782,1403.48401,1502.6051,556.48804,1409.07764,1527.75354,204.15785,1439.94739
24,0.192,1455.11865,290.45682,1402.34338,1494.63757,557.2851,1407.58032,1521.35388,205.78043,1439.26587
25,0.2,1447.47607,291.70404,1401.85083,1487.43408,558.48755,1405.55261,1510.3811,204.55074,1437.17236
26,0.208,1438.12158,291.37247,1401.01001,1479.55444,558.88214,1404.14246,1503.12183,205.74892,1436.35205
27,0.217,1430.81067,293.33063,1399.92126,1471.83923,560.09546,1403.82458,1496.99731,208.48967,1435.78699
28,0.225,1422.08081,293.43036,1398.93384,1462.12573,560.21381,1403.03271,1486.47949,207.26875,1434.92712
29,0.233,1412.85303,295.06335,1397.28821,1454.73169,561.26019,1401.23767,1477.35779,209.31769,1433.48914
30,0.242,1405.2981,295.6095,1396.6958,1448.77283,562.24963,1400.88586,1468.05493,209.4341,1432.7876
31,0.25,1396.07507,295.83502,1396.53918,1440.48096,563.3255,1400.0896,1460.18738,210.47757,1432.18774
32,0.258,1386.84619,299.08569,1395.74915,1431.54297,564.01611,1398.74414,1451.90308,211.57289,1432.95215
33,0.267,1377.47852,298.58859,1394.80249,1424.32007,565.95593,1398.2262,1443.02014,212.61452,1432.32764
34,0.275,1369.91357,299.96268,1395.60828,1415.38074,566.44141,1396.9281,1433.96777,214.88934,1431.80994
35,0.283,1361.2782,302.04288,1395.67871,1407.16858,568.67621,1395.6554,1426.82336,217.24648,1431.17505
36,0.292,1352.41284,303.46909,1395.04712,1398.31799,569.40393,1394.76001,1416.48169,217.4655,1429.57092
37,0.3,1343.10461,304.92581,1395.33533,1389.9071,570.71063,1394.29614,1409.33911,219.45016,1430.77954
38,0.308,1332.67798,305.91599,1395.69702,1381.37109,572.84161,1393.90002,1399.94092,218.77968,1430.94055
39,0.317,1324.49097,306.79773,1397.16016,1371.8512,574.88391,1393.95459,1392.03967,220.8114,1430.7522
40,0.325,1315.17322,307.6813,1397.62793,1362.97437,576.86755,1393.86768,1381.85999,222.29369,1432.1792
41,0.333,1306.85938,309.59146,1398.09509,1353.63477,577.31812,1393.88794,1373.18457,223.93047,1432.85205
42,0.342,1297.68372,311.40155,1398.13135,1346.13135,578.95294,1393.62231,1364.87915,226.47253,1433.62988
43,0.35,1288.17468,311.86514,1400.65015,1336.84106,580.29163,1393.57495,1354.13037,226.16074,1435.46094
44,0.358,1279.18469,314.81985,1400.90979,1326.80786,581.6521,1395.50269,1347.19507,228.26089,1435.96765
45,0.367,1270.22021,315.25998,1401.31567,1318.93408,582.89514,1395.7804,1337.88123,230.02023,1437.89832
46,0.375,1261.45898,316.93936,1403.86816,1310.05371,583.88947,1396.76208,1327.32471,232.46881,1439.35522
47,0.383,1252.46387,317.98904,1405.57507,1299.71509,586.09595,1397.71814,1319.67419,233.68367,1440.61438
48,0.392,1243.23877,319.5271,1406.1582,1291.6615,586.37537,1397.59094,1310.09204,233.70573,1441.9624
49,0.4,1235.28491,322.15921,1407.37683,1282.64233,587.96613,1399.66284,1302.65784,236.05171,1443.82996
50,0.408,1226.48779,322.85239,1408.80908,1273.64111,588.3963,1399.52209,1294.73328,236.90236,1444.85815
51,0.417,1218.76855,323.90298,1409.46997,1264.30371,589.73633,1401.32715,1285.40063,237.86259,1446.00842
52,0.425,1210.02087,325.2514,1411.20813,1256.98193,589.85486,1401.91626,1278.21252,238.94066,1447.88342
53,0.433,1201.89551,325.61942,1412.67297,1247.77295,591.75885,1402.66394,1269.75037,239.51115,1448.59827
54,0.442,1193.42627,327.10623,1412.47778,1238.56982,591.74854,1402.9447,1262.47388,240.37607,1450.58313
55,0.45,1184.20276,327.2428,1414.62122,1230.47925,592.56403,1404.01733,1252.28027,242.38737,1451.48999
56,0.458,1176.8407,326.99918,1415.45557,1222.33923,594.00836,1404.80798,1245.62036,243.21667,1452.13135
57,0.467,1168.22656,327.6127,1416.26111,1214.03223,593.57208,1405.23914,1237.33997,243.33551,1452.92529
58,0.475,1160.23364,328.43097,1417.19678,1204.0365,594.60333,1405.68958,1228.3219,244.3105,1453.68481
59,0.483,1152.72351,327.92371,1418.47168,1195.00159,595.17261,1407.52661,1220.25208,245.41769,1456.30164
60,0.492,1144.78479,329.80945,1418.87622,1187.87097,597.29993,1408.1593,1212.61194,244.95836,1456.79004
61,0.5,1137.62561,329.50912,1419.76343,1179.54199,596.2962,1408.67725,1206.62646,246.48756,1457.7218
62,0.508,1129.76807,329.91629,1421.80334,1170.60046,597.37811,1410.21606,1198.04614,247.28328,1458.7196
63,0.517,1121.44421,330.90604,1422.26355,1162.64429,598.53528,1410.40344,1191.22754,248.35278,1460.46484
64,0.525,1114.23108,329.85605,1423.55139,1155.00574,598.68311,1411.67493,1182.28772,248.70332,1461.52344
65,0.533,1107.06409,332.97717,1423.97034,1146.48926,598.62335,1412.48181,1174.93225,249.00665,1461.87903
66,0.542,1098.95667,331.7291,1424.97388,1137.22253,599.50818,1412.63489,1166.43298,249.50485,1463.6969
67,0.55,1091.27283,331.60199,1426.65649,1129.30945,599.71814,1414.48584,1157.64355,249.99179,1463.91125
68,0.558,1083.40759,332.90601,1426.86499,1122.33191,599.40173,1414.50403,1152.02173,250.64604,1465.92639
69,0.567,1076.24597,334.72198,1427.68677,1113.37207,601.15387,1415.10571,1143.80786,251.9855,1467.88513
70,0.575,1068.29468,334.14886,1428.59717,1105.45044,600.43378,1415.68542,1136.56238,252.64818,1467.89441
71,0.583,1061.5072,335.49051,1428.68079,1097.30713,602.34729,1416.48108,1130.28931,252.83792,1468.73828
72,0.592,1054.21826,336.13434,1429.55603,1090.08508,601.71368,1416.82727,1122.35889,253.84576,1469.3407
73,0.6,1045.99341,335.48154,1430.42786,1082.10461,601.81055,1416.70532,1115.93335,255.08769,1469.69067
74,0.608,1039.67542,337.29071,1430.60999,1073.92078,602.59528,1416.91748,1108.27783,253.60738,1469.61462
75,0.617,1030.97998,336.31564,1430.71228,1066.60388,602.03503,1416.52393,1100.13513,254.62775,1469.53137
76,0.625,1023.36786,338.27768,1430.4563,1058.49097,603.10614,1416.56018,1092.3938,255.14703,1469.55847
77,0.633,1015.82172,337.51471,1429.85388,1050.40027,602.68011,1416.53357,1086.11194,256.90637,1469.63086
78,0.642,1008.53467,338.08142,1430.20508,1042.90186,604.55194,1416.64685,1077.93835,255.98085,1469.62732
79,0.65,1000.47491,337.64209,1430.21753,1033.76587,604.09552,1416.13892,1070.87598,256.09073,1469.19287
80,0.658,993.70032,338.64941,1429.13257,1025.95654,605.04663,1415.76685,1063.81946,257.30911,1469.16052
81,0.667,984.8808,337.32123,1429.82129,1018.73822,603.46655,1414.41858,1055.7915,257.09427,1468.11023
82,0.675,977.88544,338.49814,1428.43933,1010.40698,605.43073,1414.60974,1048.61194,257.34009,1467.43982
83,0.683,969.38654,337.03705,1428.20007,1003.17047,604.77661,1413.91858,1040.31885,258.12238,1466.91882
84,0.692,961.78699,339.34894,1427.03088,994.44067,605.30017,1413.07568,1032.80591,256.87802,1465.7533
85,0.7,953.79565,338.60501,1426.1405,986.47424,605.24725,1412.41528,1025.56079,257.59113,1465.11682
86,0.708,945.7384,338.90253,1425.53113,978.88757,605.2923,1411.11609,1017.58167,256.92575,1464.14832
87,0.717,938.03302,338.79999,1424.29614,969.98779,604.61383,1410.57092,1010.29291,257.4173,1462.72668
88,0.725,929.6524,337.65234,1423.61011,962.14453,605.21796,1409.51953,1001.75439,256.28818,1462.22351
89,0.733,921.58783,338.39938,1421.89404,954.28455,605.15308,1408.16223,995.07965,257.01471,1461.34436
90,0.742,913.82715,337.35995,1421.0979,946.00507,604.77014,1407.17834,986.49573,256.72894,1459.33093
91,0.75,905.57196,338.12497,1420.24646,937.24774,604.04456,1407.25452,978.62915,257.5939,1458.20801
92,0.758,897.26355,337.70752,1419.00061,930.89923,604.88239,1405.88428,971.18036,256.84238,1456.73291
93,0.767,889.70068,337.63098,1417.98218,922.26257,603.96204,1405.42065,962.26917,256.32007,1454.77393
94,0.775,881.3501,337.08481,1417.28931,915.23254,604.36884,1404.80774,954.30389,256.52505,1453.51184
95,0.783,872.87787,336.45035,1416.27173,906.54401,604.62378,1404.08667,946.93542,255.72537,1452.67505
96,0.792,865.1687,337.10724,1414.38562,898.81586,604.50372,1402.14087,938.75897,254.7395,1451.24548
97,0.8,855.92316,335.84528,1413.42578,889.91608,603.98962,1402.4115,931.58716,255.47244,1449.89978
98,0.808,849.42755,335.431,1413.19788,881.90314,602.94415,1401.98315,923.69751,254.70111,1448.16382
99,0.817,842.04559,335.6629,1412.09448,873.60596,602.7149,1401.56995,914.92072,253.73003,1447.3335
100,0.825,833.98541,333.82004,1411.11853,865.19934,602.26746,1400.75342,907.26434,253.37511,1445.77173
101,0.833,824.48517,331.60733,1410.22559,856.22772,601.44714,1400.08167,899.35022,253.33276,1445.20605
102,0.842,818.6355,332.2865,1409.27307,847.10437,600.77063,1401.13623,891.94171,252.64168,1444.15649
103,0.85,810.17334,331.31241,1409.0592,838.20715,601.07391,1399.67249,883.89514,252.39706,1442.4729
104,0.858,800.62018,330.73346,1408.00549,829.88885,598.60413,1400.62292,875.39917,251.05995,1442.02795
105,0.867,792.8092,330.61322,1406.84326,820.7063,598.53192,1399.48633,867.08478,250.65276,1440.93787
106,0.875,784.6958,330.29895,1406.27124,811.9162,598.20245,1399.62622,859.48871,249.32561,1440.55884
107,0.883,775.31506,329.01459,1405.828,802.48572,596.70099,1399.25427,851.55524,249.10674,1439.91187
108,0.892,766.33032,327.61603,1406.32532,793.52765,595.24048,1399.63367,842.48694,247.71445,1438.93591
109,0.9,758.15442,326.26202,1405.56128,784.56195,594.38464,1398.84558,834.80969,246.44449,1438.96948
110,0.908,749.46094,326.35147,1405.71631,776.44617,594.98926,1398.06702,825.9939,245.37036,1437.19043
111,0.917,741.08417,324.50769,1406.04041,766.47632,593.96155,1399.06775,816.09875,242.87439,1437.4978
112,0.925,731.89526,322.89243,1406.20605,758.50787,591.50787,1400.03638,806.27295,242.79013,1437.07239
113,0.933,721.92853,322.06152,1405.90112,749.6554,590.59393,1400.42053,797.25372,241.48973,1436.71362
114,0.942,713.96649,321.98163,1406.30408,740.17114,591.66956,1402.02649,788.95508,241.55663,1436.58582
115,0.95,703.93561,320.47971,1406.67358,730.46643,590.03607,1402.67432,780.33215,240.38052,1437.63696
116,0.958,695.7818,320.10361,1407.21021,721.82141,588.88232,1403.98352,770.3418,240.45781,1437.33936
117,0.967,686.19348,320.02579,1407.02014,712.71875,589.81091,1405.69202,761.77954,239.62065,1438.10803
118,0.975,677.63086,318.98688,1408.48938,703.1297,588.95996,1406.56555,753.1264,239.36295,1438.90698
119,0.983,669.29382,317.86398,1409.07861,693.7663,588.2395,1407.07532,744.90698,238.95303,1439.06714
120,0.992,661.06903,317.62997,1409.70178,684.755,587.56073,1409.71545,736.00116,237.97665,1440.28137
121,1,651.67773,317.58313,1410.51575,676.75787,587.44171,1409.98376,727.10376,237.46115,1441.18884
122,1.008,642.90594,318.008,1411.70251,666.20935,587.00311,1412.51782,718.88086,237.41566,1442.03699
123,1.017,634.74243,317.33118,1412.27344,656.77625,586.22205,1412.64612,709.25018,238.13811,1442.93079
124,1.025,626.01343,317.67194,1412.72754,648.61993,586.37402,1414.69995,701.02875,237.86891,1444.18811
125,1.033,616.59222,316.55127,1414.02588,640.82513,586.8988,1416.07544,692.84943,237.77538,1445.32434
126,1.042,608.59619,316.51025,1414.99524,632.4082,585.48566,1416.58264,683.98016,236.94775,1446.02698
127,1.05,600.73328,316.53168,1416.10413,624.77698,586.27582,1417.21155,675.38647,236.86079,1446.60217
128,1.058,591.79523,316.52328,1417.02686,616.76721,586.18884,1419.05701,666.88318,237.25696,1447.96448
129,1.067,584.20038,317.03735,1417.27332,608.78967,584.84558,1420.16919,658.64618,236.47693,1449.02319
130,1.075,575.58496,315.8103,1418.98987,601.6723,585.52472,1421.51147,649.91736,236.57027,1450.36328
131,1.083,566.72449,315.51843,1418.97607,594.27728,585.22723,1423.18201,641.58289,235.7327,1451.15076
132,1.092,559.07544,316.30212,1420.13037,588.52704,585.64056,1424.62207,633.2821,235.50911,1452.08496
133,1.1,551.729,316.33667,1422.25952,579.49866,584.39233,1424.32629,624.70929,235.06056,1453.34973
134,1.108,543.96948,315.10922,1421.76379,572.43237,583.54645,1426.5675,616.66125,234.84482,1454.1554
135,1.117,535.93146,315.32816,1423.56018,564.91034,585.4967,1426.46631,608.54352,235.18109,1455.28772
136,1.125,527.51398,316.47513,1424.47974,557.30237,584.74658,1426.74426,600.93903,233.73218,1456.57825
137,1.133,520.29614,316.91354,1425.70447,551.03766,585.89465,1429.35254,592.92139,234.41924,1457.72375
138,1.142,512.80334,316.84622,1426.78394,543.80817,583.94946,1429.90222,585.04071,234.22778,1458.54639
139,1.15,505.26898,317.51425,1427.29382,537.45679,583.91901,1429.86584,576.86481,233.75861,1459.24438
140,1.158,498.05084,316.10739,1429.33289,528.91003,584.00452,1430.86206,569.42218,233.83937,1460.54749
141,1.167,490.60959,316.42569,1428.81763,521.71643,582.99683,1432.47217,560.99701,234.54002,1461.84326
142,1.175,482.00452,315.86957,1429.6991,515.82941,584.47913,1432.32678,553.90424,234.34755,1462.42212
143,1.183,474.04688,316.40152,1429.82043,507.76611,584.28497,1432.88721,546.25787,233.76239,1462.82227
144,1.192,467.40488,316.57666,1430.89026,502.1528,585.18066,1433.57996,537.83362,234.38278,1463.1355
145,1.2,459.14584,315.6506,1430.56799,494.2215,583.49506,1433.82959,530.1275,233.92822,1463.224
146,1.208,451.22348,315.7514,1431.14233,486.83972,585.06787,1434.27832,522.46826,233.67009,1464.39172
147,1.217,444.56372,316.82339,1431.54797,479.43011,583.75702,1433.9718,514.85596,233.90187,1464.67822
148,1.225,436.59149,316.74176,1431.45776,471.9678,582.89166,1433.28711,506.18024,233.33853,1464.35181
149,1.233,428.89102,316.59641,1430.99133,466.54935,582.60266,1433.8396,498.12244,234.0802,1463.90625
150,1.242,420.4631,316.12363,1431.04724,457.88309,583.18518,1434.16284,489.55734,233.16194,1464.31567
151,1.25,413.14432,316.32678,1431.03906,450.23575,584.02911,1433.86438,482.42673,233.37061,1463.72339
152,1.258,405.64349,315.90213,1430.13611,442.82495,583.00952,1431.93945,474.46088,233.27226,1463.68506
153,1.267,397.4736,316.35663,1429.63831,435.18433,583.96442,1432.02942,465.992,233.39915,1463.30957
154,1.275,390.63974,316.8168,1428.5968,428.90793,583.65918,1431.52234,458.84976,234.31963,1462.14526
155,1.283,382.60168,316.82516,1427.92273,421.20898,582.63055,1430.88586,450.4816,233.81532,1461.16687
156,1.292,374.93048,316.7124,1427.49658,413.41904,585.46014,1430.83252,443.12711,233.10068,1461.1543
157,1.3,366.56256,317.23868,1425.9458,405.67758,583.83026,1429.34863,435.06519,234.25227,1460.1217
158,1.308,359.1792,317.49594,1424.68286,398.74002,583.94873,1428.52002,426.81421,234.10861,1459.00232
159,1.317,351.09305,317.37442,1424.07947,391.52002,585.16534,1427.80481,418.82468,233.86118,1457.53064
160,1.325,343.8887,318.12823,1422.16089,383.99057,584.09174,1426.11328,410.49881,234.24773,1456.61731
161,1.333,335.46228,318.1889,1421.37305,377.09787,584.36859,1425.09094,402.60229,234.44513,1455.83533
162,1.342,327.49908,318.71085,1420.35254,368.91153,585.02307,1423.95129,395.79776,235.1194,1454.41052
163,1.35,320.53195,318.79501,1419.39587,360.59113,584.66064,1422.65784,388.03784,234.95691,1453.26746
164,1.358,312.30014,319.06287,1417.79456,353.26669,587.43823,1421.63977,379.6124,235.7713,1452.31042
165,1.367,303.70496,320.01483,1416.66907,345.90732,587.32593,1420.58655,371.55164,236.29753,1451.13477
166,1.375,296.15845,320.83722,1415.52917,337.82916,587.01953,1418.65552,362.34015,237.1312,1450.25134
167,1.383,288.61383,321.55066,1414.48401,329.68948,587.40381,1417.8916,354.10822,237.90601,1448.96631
168,1.392,280.07904,322.20184,1413.41077,322.11868,587.83752,1416.52771,345.92065,238.33961,1447.57617
169,1.4,271.6998,322.2355,1412.16833,314.40997,588.92224,1415.13989,338.6543,239.46953,1446.67578
170,1.408,263.70593,323.32123,1411.34082,307.61609,589.3136,1414.40344,329.9082,239.76846,1445.69958
171,1.417,255.28093,324.51727,1410.60974,299.96799,589.24768,1412.69531,321.75046,239.86871,1444.84802
172,1.425,247.54582,325.11578,1409.62952,291.83682,591.28632,1411.69788,313.23938,240.88669,1443.84985
173,1.433,238.24478,325.55435,1408.80762,283.60312,592.86597,1410.31885,304.70554,241.50603,1442.88391
174,1.442,230.59509,326.80887,1407.87549,276.6752,593.50342,1410.18298,296.26511,242.49329,1441.95032
175,1.45,222.82385,328.43329,1407.23877,268.73849,593.02155,1408.33032,287.39993,242.84045,1441.25476
176,1.458,214.81264,329.84689,1405.9635,260.73743,597.37231,1407.67224,278.98547,243.64838,1440.99646
177,1.467,205.80547,330.77481,1405.80969,253.11826,596.64294,1406.6698,270.68158,245.28894,1440.55176
178,1.475,197.02722,332.42206,1405.44763,245.17677,597.97601,1405.05823,262.38834,246.646,1439.98315
179,1.483,189.22215,333.49069,1405.13623,237.02257,599.51324,1403.83557,253.87335,247.86182,1439.30505
180,1.492,180.42685,333.70377,1404.84851,229.43279,601.83319,1403.67358,246.78584,250.09523,1439.2085
181,1.5,172.38754,336.62549,1405.17871,221.84679,602.06506,1402.85254,238.42773,251.53656,1438.22241
182,1.508,164.15536,338.2926,1404.63013,212.40213,604.28314,1402.32654,230.11562,252.78531,1438.47693
183,1.517,155.33287,339.21899,1403.80469,204.3535,605.48773,1402.02112,221.23996,254.83376,1438.38757
184,1.525,147.12956,340.63232,1404.68396,195.6813,607.01526,1400.71313,213.17314,256.65216,1438.22607
185,1.533,137.99649,342.35349,1405.71533,185.82698,609.69537,1400.8241,205.01898,258.57504,1438.18774
186,1.542,129.30908,344.59366,1405.55005,177.24123,609.15741,1400.55127,197.35536,259.86243,1438.81995
187,1.55,120.64736,345.93152,1407.00439,169.60182,612.74695,1400.61536,188.38875,260.58163,1438.92139
188,1.558,111.48846,347.18439,1407.77771,160.1568,613.74353,1400.44958,179.71387,262.74997,1439.50378
189,1.567,102.88177,348.98651,1408.27722,149.56697,616.36353,1400.4845,170.95068,264.87207,1440.96973
190,1.575,93.28064,350.68048,1409.76062,141.791,618.92621,1401.02625,161.25734,267.12537,1442.29895
191,1.583,84.82416,352.4248,1410.328,132.54019,619.28198,1401.55725,152.81395,267.67667,1444.15356
192,1.592,75.4218,355.01776,1412.93542,122.51933,621.40753,1402.17017,144.908,269.97244,1445.16907
193,1.6,66.52351,356.03452,1413.54358,114.06486,621.95831,1402.67932,134.74792,271.36316,1447.21631
194,1.608,57.09563,356.76019,1414.57104,103.65566,624.0625,1403.17151,126.04295,273.56161,1447.84766
195,1.617,49.41901,359.6998,1415.5874,94.43549,625.54816,1404.0448,118.19746,276.5517,1450.0752
196,1.625,40.10972,361.18439,1417.7937,84.7463,627.20288,1404.77051,108.89368,277.14822,1450.96375
197,1.633,31.7769,361.96487,1418.31018,74.99919,628.11865,1403.68469,100.82994,278.66525,1452.85657
198,1.642,22.97171,363.81128,1418.60938,65.84095,629.36401,1404.71533,92.46712,280.62079,1453.32849
199,1.65,14.46311,365.26895,1419.76917,56.31903,631.18567,1404.08228,83.80394,281.5773,1454.55383
200,1.658,5.67919,366.26523,1419.41882,45.47853,631.49243,1404.37756,76.37337,283.46289,1455.97803
